household_id,distributor_id,pincode,last_booking_date,request_date,days_since_last_booking,is_bpl,urgency,crisis_level,cylinders_requested,stock_at_distributor,queue_position,location_changes_30d,booking_gap_days,target_priority_score,target_expected_wait_hours
hh-003350,dist-13,400001,10-02-2026,13-02-2026,46,1,regular,alert,1,94,13,0,36,86.77,7.08
hh-003351,dist-7,400001,29-01-2026,03-02-2026,58,0,regular,alert,1,8,62,0,48,64.99,20.98
hh-003352,dist-14,422001,01-02-2026,03-02-2026,55,1,bpl,normal,1,140,47,0,52,89.33,12.94
hh-003353,dist-17,400001,13-03-2026,14-03-2026,15,1,regular,normal,1,104,63,0,14,58.03,16.41
hh-003354,dist-4,431001,21-03-2026,26-03-2026,7,1,bpl,alert,1,170,116,3,2,59.01,28.33
hh-003355,dist-10,422001,13-03-2026,16-03-2026,15,0,regular,normal,1,173,118,0,13,39.06,30.57
hh-003356,dist-12,400001,25-02-2026,25-02-2026,31,0,regular,normal,1,160,15,1,26,67.33,8.41
hh-003357,dist-19,411001,28-02-2026,05-03-2026,28,0,bpl,normal,1,110,13,1,18,70.21,7.69
hh-003358,dist-17,416001,10-02-2026,13-02-2026,46,0,regular,alert,1,145,113,0,36,56.7,27.16
hh-003359,dist-6,400001,15-01-2026,16-01-2026,72,1,medical,alert,2,28,114,0,69,95.55,30.38
hh-003360,dist-10,422001,02-02-2026,04-02-2026,54,1,bpl,normal,1,128,15,0,45,97.66,3.8
hh-003361,dist-7,400001,22-03-2026,27-03-2026,6,0,regular,normal,1,21,7,0,0,34.96,10.23
hh-003362,dist-19,431001,20-01-2026,20-01-2026,67,1,bpl,normal,1,122,89,0,63,90.64,22.57
hh-003363,dist-20,400001,16-03-2026,17-03-2026,12,0,regular,normal,1,75,91,0,8,32.86,26.78
hh-003364,dist-14,400001,24-02-2026,26-02-2026,32,1,bpl,normal,1,100,22,0,29,88.13,6.83
hh-003365,dist-3,422001,21-01-2026,24-01-2026,66,0,bpl,normal,1,25,63,0,56,72.89,20.96
hh-003366,dist-20,400001,17-02-2026,17-02-2026,39,1,bpl,normal,1,165,27,0,30,88.75,6.22
hh-003367,dist-1,440001,09-01-2026,12-01-2026,78,0,medical,normal,1,35,18,1,72,79.3,11.74
hh-003368,dist-16,422001,08-03-2026,10-03-2026,20,1,bpl,normal,1,150,34,1,20,78.95,9.88
hh-003369,dist-8,440001,22-03-2026,24-03-2026,6,1,regular,normal,1,51,66,0,6,48.27,22.76
hh-003370,dist-4,431001,09-02-2026,12-02-2026,47,1,bpl,normal,1,71,24,2,37,92.4,7.17
hh-003371,dist-11,440001,28-01-2026,01-02-2026,59,0,medical,normal,1,143,5,0,57,77.34,4.62
hh-003372,dist-2,431001,23-01-2026,23-01-2026,64,0,bpl,normal,1,146,29,1,61,64.47,9.94
hh-003373,dist-4,416001,15-02-2026,18-02-2026,41,1,bpl,alert,1,24,75,1,40,94.65,20.06
hh-003374,dist-4,440001,02-03-2026,02-03-2026,26,0,regular,emergency,2,86,45,2,22,72.23,13.71
hh-003375,dist-10,411001,17-02-2026,20-02-2026,39,0,regular,normal,1,37,99,0,29,54.05,31.11
hh-003376,dist-16,422001,09-03-2026,10-03-2026,19,0,regular,normal,1,112,30,0,12,47.03,16.02
hh-003377,dist-16,400001,16-02-2026,18-02-2026,40,0,bpl,normal,2,91,53,0,35,64.56,11.7
hh-003378,dist-3,416001,26-02-2026,02-03-2026,30,1,bpl,alert,1,67,20,2,22,88.15,9.27
hh-003379,dist-3,416001,31-01-2026,01-02-2026,56,0,regular,alert,1,157,14,0,56,64.69,8.63
hh-003380,dist-14,416001,22-02-2026,22-02-2026,34,1,bpl,normal,1,25,28,2,26,91.62,12.14
hh-003381,dist-7,431001,24-02-2026,25-02-2026,32,0,regular,normal,1,113,16,0,28,48.16,10.17
hh-003382,dist-1,422001,01-02-2026,04-02-2026,55,1,bpl,normal,1,96,40,0,50,95.46,9.26
hh-003383,dist-10,422001,13-03-2026,18-03-2026,15,0,regular,normal,1,144,42,0,9,35.29,16.55
hh-003384,dist-1,400001,04-03-2026,04-03-2026,24,0,regular,alert,1,19,16,0,14,55.83,14.32
hh-003385,dist-13,431001,17-03-2026,22-03-2026,11,1,regular,normal,1,75,115,0,1,48.16,28.33
hh-003386,dist-5,431001,17-02-2026,21-02-2026,39,1,bpl,normal,1,118,9,0,35,88.63,4.34
hh-003387,dist-15,411001,04-03-2026,08-03-2026,24,0,regular,normal,1,31,67,0,17,58.75,20.89
hh-003388,dist-7,440001,12-02-2026,12-02-2026,44,1,regular,normal,1,172,68,0,41,76.67,18.19
hh-003389,dist-13,431001,21-02-2026,24-02-2026,35,1,regular,normal,1,112,72,1,32,83.56,15.34
hh-003390,dist-5,416001,17-02-2026,21-02-2026,39,0,medical,normal,1,101,45,1,29,76.66,12.18
hh-003391,dist-18,411001,21-02-2026,25-02-2026,35,1,medical,normal,1,174,31,0,31,100,9.26
hh-003392,dist-15,422001,03-01-2026,05-01-2026,84,0,medical,normal,1,113,117,0,80,78.49,27.01
hh-003393,dist-1,411001,08-03-2026,13-03-2026,20,0,regular,normal,1,70,57,0,17,43,18.04
hh-003394,dist-19,411001,22-01-2026,24-01-2026,65,0,regular,alert,2,55,101,0,57,66.46,27.88
hh-003395,dist-8,440001,19-02-2026,19-02-2026,37,1,bpl,normal,1,52,6,0,27,87.51,8.19
hh-003396,dist-3,431001,02-02-2026,06-02-2026,54,0,bpl,alert,1,21,105,0,47,73.62,29.07
hh-003397,dist-9,422001,07-01-2026,08-01-2026,80,0,regular,normal,1,151,114,3,76,56.48,28.96
hh-003398,dist-2,440001,23-02-2026,26-02-2026,33,1,bpl,normal,1,111,24,0,26,78.55,7.39
hh-003399,dist-3,422001,23-02-2026,25-02-2026,33,0,regular,normal,2,14,91,0,30,52.56,27.16
hh-003400,dist-3,416001,17-03-2026,18-03-2026,11,1,bpl,alert,1,129,38,0,5,68.47,11.49
hh-003401,dist-14,422001,05-02-2026,08-02-2026,51,1,regular,normal,1,114,100,0,43,76.6,24.92
hh-003402,dist-15,422001,10-03-2026,14-03-2026,18,0,regular,normal,1,94,65,0,17,38.1,19.45
hh-003403,dist-7,422001,09-03-2026,11-03-2026,19,1,bpl,normal,1,104,5,0,15,76.96,4.98
hh-003404,dist-13,422001,30-01-2026,02-02-2026,57,1,regular,emergency,1,93,102,2,49,87.52,23.23
hh-003405,dist-4,416001,06-03-2026,06-03-2026,22,1,medical,alert,1,82,1,0,14,100,2.57
hh-003406,dist-10,411001,14-02-2026,18-02-2026,42,1,regular,normal,1,10,66,0,37,76.15,22.6
hh-003407,dist-14,400001,25-03-2026,28-03-2026,3,0,regular,alert,1,136,27,0,0,25.73,12.35
hh-003408,dist-10,400001,03-03-2026,05-03-2026,25,0,medical,normal,1,18,9,1,19,74.33,11.19
hh-003409,dist-16,431001,15-03-2026,17-03-2026,13,1,regular,normal,1,178,64,0,13,56.85,16.78
hh-003410,dist-11,422001,28-01-2026,28-01-2026,59,1,bpl,alert,1,154,52,0,59,94.79,9.38
hh-003411,dist-14,416001,14-03-2026,18-03-2026,14,0,regular,normal,1,13,103,0,10,36.99,33.66
hh-003412,dist-15,416001,05-03-2026,07-03-2026,23,0,regular,normal,1,107,111,0,16,49.3,29.44
hh-003413,dist-9,422001,03-02-2026,05-02-2026,53,0,regular,normal,1,13,48,0,45,49.99,19.43
hh-003414,dist-20,416001,06-02-2026,06-02-2026,50,0,regular,normal,1,37,66,0,45,55.92,21.86
hh-003415,dist-10,416001,02-03-2026,03-03-2026,26,0,medical,normal,1,93,14,0,20,82.73,7.51
hh-003416,dist-15,440001,22-01-2026,22-01-2026,65,1,medical,normal,1,13,77,0,61,97.36,25.69
hh-003417,dist-6,400001,01-03-2026,04-03-2026,27,1,regular,alert,1,163,79,0,27,79.38,19.66
hh-003418,dist-18,422001,06-03-2026,11-03-2026,22,1,medical,normal,1,122,111,0,19,91.54,25.09
hh-003419,dist-12,400001,25-02-2026,02-03-2026,31,1,regular,normal,1,105,63,0,22,73.81,14.9
hh-003420,dist-5,416001,21-02-2026,21-02-2026,35,1,regular,normal,1,158,54,0,30,77.97,12.61
hh-003421,dist-5,400001,20-03-2026,24-03-2026,8,0,regular,normal,1,167,114,0,4,31.63,33.54
hh-003422,dist-5,422001,13-01-2026,17-01-2026,74,0,regular,normal,1,107,50,0,66,49.39,15.67
hh-003423,dist-19,422001,19-02-2026,24-02-2026,37,1,regular,alert,1,28,39,0,34,82.5,15.29
hh-003424,dist-20,431001,04-03-2026,05-03-2026,24,0,regular,alert,1,125,7,0,19,57.86,8.08
hh-003425,dist-16,440001,22-02-2026,26-02-2026,34,1,bpl,normal,1,148,61,0,34,78.22,17.08
hh-003426,dist-8,440001,05-03-2026,09-03-2026,23,1,medical,alert,1,151,113,0,18,91.62,27.16
hh-003427,dist-4,416001,18-02-2026,23-02-2026,38,0,regular,normal,1,8,115,0,33,59.56,33.33
hh-003428,dist-20,411001,01-03-2026,06-03-2026,27,0,regular,normal,2,123,108,0,20,55.78,25.94
hh-003429,dist-13,411001,16-03-2026,17-03-2026,12,0,medical,alert,1,112,53,0,4,60.55,16.56
hh-003430,dist-8,440001,23-03-2026,27-03-2026,5,1,bpl,normal,1,112,17,0,0,52.62,9.06
hh-003431,dist-9,422001,21-02-2026,23-02-2026,35,1,bpl,normal,1,88,29,0,31,96.02,7.63
hh-003432,dist-19,416001,22-02-2026,26-02-2026,34,1,bpl,normal,1,146,84,0,33,86.56,17.02
hh-003433,dist-8,431001,20-03-2026,22-03-2026,8,1,regular,normal,1,49,106,0,5,51.22,28.54
hh-003434,dist-12,422001,18-03-2026,20-03-2026,10,0,regular,normal,1,51,113,0,9,32.77,31.04
hh-003435,dist-1,431001,23-02-2026,23-02-2026,33,1,regular,normal,1,76,89,1,26,73.32,23.5
hh-003436,dist-6,422001,16-02-2026,18-02-2026,40,0,bpl,emergency,1,69,29,0,35,73.94,12.27
hh-003437,dist-5,400001,23-02-2026,28-02-2026,33,1,medical,alert,2,29,54,1,23,100,15.4
hh-003438,dist-12,400001,15-03-2026,20-03-2026,13,0,regular,normal,1,170,84,2,6,40.53,22.11
hh-003439,dist-14,431001,24-02-2026,24-02-2026,32,1,regular,normal,1,100,37,0,31,81.08,12.49
hh-003440,dist-8,440001,08-03-2026,12-03-2026,20,0,bpl,normal,1,180,7,0,11,65.28,5.3
hh-003441,dist-6,416001,02-03-2026,07-03-2026,26,0,regular,normal,1,93,28,0,16,55.81,12.08
hh-003442,dist-14,411001,31-01-2026,04-02-2026,56,0,regular,alert,1,135,89,3,55,64.55,21.66
hh-003443,dist-10,416001,05-02-2026,07-02-2026,51,0,regular,normal,1,19,60,0,42,63.86,22.74
hh-003444,dist-1,431001,10-02-2026,11-02-2026,46,0,regular,emergency,1,96,86,2,42,65.77,22.63
hh-003445,dist-2,422001,12-03-2026,13-03-2026,16,0,regular,normal,1,97,99,0,13,39.51,25.97
hh-003446,dist-1,411001,05-03-2026,07-03-2026,23,0,medical,normal,1,72,35,1,21,68.16,11.96
hh-003447,dist-1,400001,04-02-2026,06-02-2026,52,1,regular,alert,1,98,120,1,45,80.23,27.17
hh-003448,dist-7,440001,13-02-2026,15-02-2026,43,1,medical,alert,1,61,24,0,41,100,7.97
hh-003449,dist-12,416001,04-01-2026,07-01-2026,83,1,bpl,alert,1,137,39,0,78,92.25,11.34
hh-003450,dist-18,416001,05-03-2026,09-03-2026,23,0,bpl,normal,1,82,27,0,14,62.33,10.34
hh-003451,dist-17,440001,19-01-2026,23-01-2026,68,1,bpl,normal,1,143,110,0,59,87.65,25.79
hh-003452,dist-8,440001,15-03-2026,19-03-2026,13,1,bpl,normal,1,118,105,0,3,62.2,24.67
hh-003453,dist-10,422001,29-01-2026,03-02-2026,58,0,regular,alert,1,95,112,0,48,60.2,29.84
hh-003454,dist-15,400001,16-01-2026,20-01-2026,71,0,regular,normal,1,137,58,0,64,57.58,16.55
hh-003455,dist-18,400001,08-01-2026,10-01-2026,79,1,regular,normal,2,19,33,0,70,84.08,12.48
hh-003456,dist-7,440001,18-02-2026,20-02-2026,38,0,medical,normal,1,134,25,0,38,83.34,10.03
hh-003457,dist-9,400001,21-02-2026,22-02-2026,35,1,regular,normal,2,175,80,0,35,78.83,20.35
hh-003458,dist-13,422001,15-03-2026,18-03-2026,13,0,regular,emergency,1,169,33,1,7,52.96,13.42
hh-003459,dist-14,416001,21-02-2026,26-02-2026,35,1,bpl,emergency,1,96,24,0,29,91.99,10.78
hh-003460,dist-1,440001,04-02-2026,05-02-2026,52,0,bpl,alert,1,174,1,0,46,82.02,5.09
hh-003461,dist-6,400001,16-03-2026,18-03-2026,12,0,bpl,alert,2,83,9,1,6,57.49,5.96
hh-003462,dist-7,400001,17-02-2026,20-02-2026,39,1,regular,normal,1,32,51,0,36,85.39,20.23
hh-003463,dist-9,431001,26-02-2026,27-02-2026,30,1,regular,normal,1,172,31,0,23,68.8,10.14
hh-003464,dist-3,431001,09-03-2026,14-03-2026,19,1,medical,normal,1,136,85,0,10,90.78,17.1
hh-003465,dist-2,416001,28-02-2026,02-03-2026,28,1,medical,normal,1,127,82,1,22,99.69,16.56
hh-003466,dist-15,431001,06-02-2026,08-02-2026,50,1,bpl,normal,1,126,112,0,40,83.53,24.43
hh-003467,dist-16,440001,16-02-2026,20-02-2026,40,0,regular,normal,1,166,75,1,37,56.54,16.91
hh-003468,dist-10,440001,03-02-2026,05-02-2026,53,0,regular,normal,1,81,41,1,50,56.75,15.23
hh-003469,dist-20,440001,25-03-2026,28-03-2026,3,0,medical,alert,1,127,45,0,0,45.8,17.58
hh-003470,dist-14,431001,19-02-2026,19-02-2026,37,1,regular,normal,1,34,61,1,35,79.42,17.28
hh-003471,dist-7,431001,08-03-2026,13-03-2026,20,1,regular,alert,1,65,88,0,20,64.62,23.04
hh-003472,dist-9,440001,12-02-2026,16-02-2026,44,0,regular,normal,1,139,92,0,43,62.37,25.02
hh-003473,dist-1,431001,08-01-2026,13-01-2026,79,0,bpl,normal,1,126,119,0,78,72.51,28.96
hh-003474,dist-13,440001,12-01-2026,14-01-2026,75,0,medical,alert,1,124,54,1,72,87.79,13.37
hh-003475,dist-5,422001,15-03-2026,18-03-2026,13,0,regular,normal,1,9,120,0,7,31.79,36.06
hh-003476,dist-10,400001,14-02-2026,16-02-2026,42,0,bpl,normal,1,148,73,0,32,58.25,20.8
hh-003477,dist-6,431001,28-01-2026,28-01-2026,59,0,regular,normal,1,133,92,0,56,54.79,22.24
hh-003478,dist-13,416001,10-01-2026,10-01-2026,77,1,regular,alert,1,176,62,0,77,87.86,16.69
hh-003479,dist-20,431001,01-02-2026,06-02-2026,55,0,regular,normal,1,97,83,3,54,50,20.1
hh-003480,dist-8,411001,21-02-2026,25-02-2026,35,1,bpl,normal,1,159,54,0,34,82.34,17.18
hh-003481,dist-12,416001,02-02-2026,02-02-2026,54,0,regular,normal,1,31,51,0,44,59.46,16.9
hh-003482,dist-14,411001,07-02-2026,11-02-2026,49,0,regular,normal,1,109,7,0,46,66.1,6.69
hh-003483,dist-2,431001,17-01-2026,21-01-2026,70,0,regular,normal,1,153,27,0,65,55.69,11.16
hh-003484,dist-16,422001,04-03-2026,05-03-2026,24,0,regular,emergency,1,83,116,0,23,63.72,26.92
hh-003485,dist-4,440001,25-02-2026,27-02-2026,31,0,regular,normal,1,41,78,0,29,54.73,24.86
hh-003486,dist-17,422001,16-02-2026,18-02-2026,40,0,medical,normal,1,115,87,0,31,83.35,21.06
hh-003487,dist-17,411001,06-03-2026,10-03-2026,22,1,bpl,alert,1,55,44,0,20,83.29,11
hh-003488,dist-15,422001,01-02-2026,02-02-2026,55,1,regular,normal,1,72,34,1,48,71.35,13.25
hh-003489,dist-10,422001,16-01-2026,18-01-2026,71,0,regular,alert,1,159,23,0,66,64.69,9.73
hh-003490,dist-5,416001,20-03-2026,25-03-2026,8,0,regular,normal,1,91,1,0,3,30.47,6.25
hh-003491,dist-11,416001,02-03-2026,05-03-2026,26,1,regular,normal,1,84,15,0,16,76,8.22
hh-003492,dist-2,422001,03-03-2026,07-03-2026,25,1,regular,normal,1,40,118,0,23,71.72,34.48
hh-003493,dist-18,400001,27-02-2026,01-03-2026,29,1,bpl,normal,1,35,63,0,24,88.29,19.5
hh-003494,dist-4,400001,11-02-2026,16-02-2026,45,0,regular,normal,1,126,111,0,35,52.55,25.35
hh-003495,dist-6,440001,02-03-2026,02-03-2026,26,0,regular,emergency,1,151,115,0,16,71.6,28.24
hh-003496,dist-5,422001,26-02-2026,03-03-2026,30,0,regular,alert,1,94,25,1,21,68.34,9.59
hh-003497,dist-15,431001,22-03-2026,26-03-2026,6,1,bpl,emergency,1,176,25,0,0,68.05,9.06
hh-003498,dist-2,422001,26-02-2026,28-02-2026,30,1,bpl,normal,1,83,5,0,21,89.13,5.86
hh-003499,dist-5,422001,19-02-2026,19-02-2026,37,0,regular,emergency,2,68,71,1,32,58.29,23.07
hh-003500,dist-1,440001,25-01-2026,26-01-2026,62,0,medical,normal,1,149,66,0,59,83.59,16.51
hh-003501,dist-15,440001,06-02-2026,06-02-2026,50,0,medical,alert,1,175,109,0,50,98.14,20.99
hh-003502,dist-15,400001,03-02-2026,06-02-2026,53,0,medical,normal,1,51,22,0,44,70.57,11.83
hh-003503,dist-6,400001,08-02-2026,09-02-2026,48,1,bpl,alert,2,151,8,0,38,98.47,2.71
hh-003504,dist-20,416001,27-01-2026,29-01-2026,60,0,medical,normal,2,177,72,0,55,72.4,17.92
hh-003505,dist-19,411001,03-02-2026,03-02-2026,53,0,regular,normal,1,146,63,0,49,54.22,17.33
hh-003506,dist-2,440001,05-03-2026,07-03-2026,23,0,medical,normal,1,142,65,0,21,78.51,15.36
hh-003507,dist-13,416001,23-01-2026,28-01-2026,64,1,bpl,normal,1,161,4,0,56,86.28,3.97
hh-003508,dist-5,440001,10-02-2026,11-02-2026,46,1,bpl,normal,1,164,39,0,39,83.86,10.24
hh-003509,dist-2,411001,09-02-2026,13-02-2026,47,0,regular,normal,1,78,43,1,39,58.34,14.93
hh-003510,dist-4,422001,19-02-2026,20-02-2026,37,0,regular,normal,1,131,35,0,37,59.86,10.56
hh-003511,dist-14,411001,28-02-2026,04-03-2026,28,0,regular,emergency,1,13,114,0,26,76.48,31.08
hh-003512,dist-1,431001,20-02-2026,24-02-2026,36,1,regular,normal,1,176,86,3,29,76.02,21.88
hh-003513,dist-5,431001,27-02-2026,04-03-2026,29,1,bpl,normal,1,136,4,0,21,88.14,6.5
hh-003514,dist-1,400001,11-03-2026,13-03-2026,17,0,medical,normal,1,47,35,0,13,56.81,12.13
hh-003515,dist-16,416001,12-03-2026,15-03-2026,16,1,medical,alert,1,108,115,0,14,88.87,27
hh-003516,dist-2,440001,21-02-2026,21-02-2026,35,0,regular,normal,1,81,69,0,31,54.12,20.3
hh-003517,dist-18,411001,20-03-2026,22-03-2026,8,1,bpl,normal,1,180,8,0,2,61.01,8.87
hh-003518,dist-3,440001,18-03-2026,19-03-2026,10,1,medical,alert,1,57,2,0,1,77.36,6.39
hh-003519,dist-7,422001,18-01-2026,20-01-2026,69,0,regular,alert,1,104,45,2,64,62.48,12.63
hh-003520,dist-17,422001,27-02-2026,02-03-2026,29,0,regular,alert,1,117,98,0,21,60.6,24.88
hh-003521,dist-10,440001,08-03-2026,12-03-2026,20,1,regular,normal,1,111,83,0,17,67.31,22.84
hh-003522,dist-12,411001,03-03-2026,08-03-2026,25,0,regular,emergency,1,81,105,0,21,63.52,27.42
hh-003523,dist-13,411001,20-01-2026,25-01-2026,67,0,regular,normal,1,24,67,0,61,55.42,22.13
hh-003524,dist-15,431001,09-03-2026,14-03-2026,19,0,regular,normal,1,34,86,0,9,45.92,27.37
hh-003525,dist-20,422001,14-03-2026,15-03-2026,14,0,regular,normal,1,35,92,0,7,36.55,27.2
hh-003526,dist-13,400001,25-01-2026,27-01-2026,62,0,regular,emergency,1,162,20,0,58,69.69,9.96
hh-003527,dist-16,431001,03-02-2026,08-02-2026,53,1,regular,normal,1,140,69,0,45,73.53,18.65
hh-003528,dist-3,416001,26-02-2026,02-03-2026,30,0,regular,alert,2,88,68,0,22,62.56,19.31
hh-003529,dist-14,416001,23-02-2026,26-02-2026,33,1,bpl,alert,1,17,82,0,28,95.51,23.65
hh-003530,dist-1,431001,10-03-2026,13-03-2026,18,1,bpl,normal,1,144,97,1,13,72.4,22.32
hh-003531,dist-14,440001,12-02-2026,12-02-2026,44,1,bpl,alert,1,31,30,0,36,95.42,14.91
hh-003532,dist-17,416001,12-03-2026,17-03-2026,16,0,regular,alert,1,74,42,0,14,49.18,18.04
hh-003533,dist-17,400001,28-01-2026,29-01-2026,59,1,regular,normal,1,34,99,0,57,78.67,25.31
hh-003534,dist-11,400001,30-01-2026,30-01-2026,57,0,regular,normal,1,134,90,0,54,59.5,23.92
hh-003535,dist-5,440001,02-02-2026,05-02-2026,54,1,regular,normal,1,107,30,1,50,77.85,10.95
hh-003536,dist-1,411001,11-01-2026,15-01-2026,76,0,regular,alert,1,101,51,0,70,59.54,13.9
hh-003537,dist-16,400001,07-02-2026,07-02-2026,49,0,regular,normal,1,76,87,0,46,64.42,22.13
hh-003538,dist-16,411001,27-02-2026,28-02-2026,29,0,regular,alert,1,176,40,0,27,58.67,14.68
hh-003539,dist-8,431001,04-03-2026,04-03-2026,24,1,bpl,alert,1,100,103,1,21,94.91,23.44
hh-003540,dist-4,411001,19-02-2026,22-02-2026,37,1,regular,normal,1,129,47,1,35,77.43,13.67
hh-003541,dist-2,431001,11-02-2026,15-02-2026,45,1,bpl,emergency,1,101,46,0,37,96.5,12.87
hh-003542,dist-5,440001,23-02-2026,26-02-2026,33,1,bpl,normal,1,107,75,0,33,93.47,15.83
hh-003543,dist-7,411001,06-02-2026,09-02-2026,50,1,regular,normal,1,169,50,0,40,76.18,15.14
hh-003544,dist-12,400001,25-02-2026,02-03-2026,31,0,medical,normal,1,96,101,0,22,80.55,21.64
hh-003545,dist-2,416001,15-02-2026,15-02-2026,41,1,bpl,normal,1,42,21,0,37,90.27,10.9
hh-003546,dist-2,422001,19-03-2026,20-03-2026,9,1,bpl,normal,1,152,61,1,8,61.79,16.13
hh-003547,dist-11,440001,27-01-2026,28-01-2026,60,0,medical,alert,2,45,107,0,58,84.17,27.15
hh-003548,dist-7,411001,04-02-2026,09-02-2026,52,0,regular,alert,1,41,82,0,47,62.33,25.16
hh-003549,dist-20,411001,09-02-2026,13-02-2026,47,1,medical,normal,1,22,2,0,44,100,7.81
hh-003550,dist-6,440001,01-03-2026,05-03-2026,27,1,regular,normal,1,133,73,0,24,73.54,20.89
hh-003551,dist-11,422001,08-03-2026,12-03-2026,20,0,medical,emergency,1,140,36,0,13,83.01,9.39
hh-003552,dist-20,422001,15-03-2026,16-03-2026,13,0,regular,normal,1,149,25,0,6,37.29,12.14
hh-003553,dist-8,422001,11-03-2026,12-03-2026,17,0,medical,normal,2,116,61,1,15,60.91,18.15
hh-003554,dist-14,411001,10-02-2026,12-02-2026,46,0,regular,alert,1,123,111,0,38,62.62,26.25
hh-003555,dist-7,440001,09-03-2026,10-03-2026,19,1,medical,normal,1,49,68,1,16,81.04,19.21
hh-003556,dist-17,431001,03-01-2026,03-01-2026,84,1,medical,normal,1,132,88,0,75,100,18.65
hh-003557,dist-4,431001,09-03-2026,14-03-2026,19,1,bpl,normal,1,47,33,1,13,76.14,13.21
hh-003558,dist-19,411001,12-02-2026,15-02-2026,44,1,regular,alert,1,114,117,0,35,82.05,25.91
hh-003559,dist-9,400001,30-01-2026,01-02-2026,57,1,bpl,normal,1,67,27,0,50,79.43,10.23
hh-003560,dist-20,400001,28-02-2026,02-03-2026,28,0,regular,normal,1,156,82,0,23,53.49,21.59
hh-003561,dist-2,440001,22-02-2026,22-02-2026,34,1,regular,alert,1,56,2,0,34,75.42,5.29
hh-003562,dist-18,422001,26-02-2026,28-02-2026,30,0,regular,alert,1,127,93,0,25,65.74,25.16
hh-003563,dist-18,411001,27-02-2026,04-03-2026,29,0,regular,normal,1,105,74,0,27,47.87,21.89
hh-003564,dist-1,416001,27-02-2026,04-03-2026,29,0,medical,normal,1,179,91,0,19,81.54,22.12
hh-003565,dist-2,431001,09-01-2026,13-01-2026,78,1,bpl,normal,1,176,53,0,68,81.98,13.92
hh-003566,dist-9,400001,19-03-2026,20-03-2026,9,0,regular,normal,1,76,22,1,4,30.68,8.64
hh-003567,dist-1,422001,10-03-2026,11-03-2026,18,0,bpl,alert,1,25,38,3,14,66.18,14.5
hh-003568,dist-16,400001,07-03-2026,07-03-2026,21,0,bpl,normal,1,163,9,0,15,54.33,7
hh-003569,dist-20,416001,05-02-2026,08-02-2026,51,1,bpl,emergency,1,101,21,0,45,99.3,7.86
hh-003570,dist-18,422001,26-02-2026,03-03-2026,30,0,medical,normal,1,137,53,0,27,91.08,14.3
hh-003571,dist-1,422001,06-02-2026,10-02-2026,50,0,regular,alert,1,83,108,2,42,63.52,25.51
hh-003572,dist-10,411001,07-02-2026,12-02-2026,49,0,medical,normal,1,14,36,0,48,82.71,13.2
hh-003573,dist-2,422001,28-01-2026,02-02-2026,59,1,medical,normal,1,153,23,3,55,97.52,6.37
hh-003574,dist-14,431001,16-03-2026,16-03-2026,12,1,medical,normal,1,78,88,2,11,81.64,22.04
hh-003575,dist-7,400001,01-03-2026,03-03-2026,27,1,bpl,normal,1,11,99,0,22,87.11,26.63
hh-003576,dist-17,411001,17-02-2026,18-02-2026,39,1,bpl,normal,1,41,120,0,39,88.42,29.36
hh-003577,dist-18,422001,14-03-2026,18-03-2026,14,0,medical,normal,1,52,111,0,13,60.75,32.12
hh-003578,dist-7,431001,24-02-2026,25-02-2026,32,0,medical,normal,1,169,33,2,25,81.35,11.3
hh-003579,dist-4,416001,08-03-2026,13-03-2026,20,1,medical,alert,1,45,42,0,12,93.95,12.56
hh-003580,dist-6,431001,01-02-2026,02-02-2026,55,0,regular,normal,1,117,87,0,50,57.29,21.74
hh-003581,dist-14,400001,06-02-2026,11-02-2026,50,1,medical,alert,1,68,101,0,41,100,23.14
hh-003582,dist-9,400001,12-03-2026,17-03-2026,16,0,medical,normal,1,167,58,2,15,69.32,15.98
hh-003583,dist-6,440001,15-03-2026,20-03-2026,13,0,regular,normal,1,73,80,0,8,35.76,25.13
hh-003584,dist-11,400001,21-02-2026,25-02-2026,35,0,medical,normal,1,118,81,0,29,84.54,16.75
hh-003585,dist-3,400001,17-02-2026,20-02-2026,39,1,medical,alert,1,127,19,1,36,100,5.99
hh-003586,dist-16,440001,20-02-2026,24-02-2026,36,0,regular,normal,1,8,66,0,34,56.99,24.06
hh-003587,dist-8,416001,06-03-2026,07-03-2026,22,1,bpl,alert,1,32,46,0,20,90.37,15.77
hh-003588,dist-14,422001,22-03-2026,25-03-2026,6,0,medical,normal,1,46,76,1,1,48.38,21.72
hh-003589,dist-13,400001,14-01-2026,15-01-2026,73,0,regular,alert,1,36,12,1,73,62.78,10.59
hh-003590,dist-20,400001,15-01-2026,16-01-2026,72,1,regular,normal,1,131,28,0,72,77.64,7.85
hh-003591,dist-7,440001,26-02-2026,26-02-2026,30,0,regular,normal,1,134,55,0,25,54.02,18.13
hh-003592,dist-2,431001,18-02-2026,22-02-2026,38,1,regular,normal,1,168,80,0,38,75.09,18.12
hh-003593,dist-2,431001,18-01-2026,20-01-2026,69,0,regular,alert,1,27,75,0,65,64.2,20.79
hh-003594,dist-7,422001,08-03-2026,13-03-2026,20,1,medical,normal,1,157,79,2,13,85.75,20.11
hh-003595,dist-17,400001,18-02-2026,21-02-2026,38,0,regular,normal,1,141,34,0,35,63.43,14.42
hh-003596,dist-15,431001,12-03-2026,15-03-2026,16,0,regular,normal,1,120,43,0,6,41.81,14.08
